Date,State,City(Country),Address,killed,injured
"December 31, 2018",Texas,Houston,Kashmere St and Collingsworth St,0,0
"December 31, 2018",Massachusetts,Boston,Harrison Ave and Oxford Pl,0,0
"December 31, 2018",Indiana,Evansville,West Columbia St,0,0
"December 31, 2018",New York,New York (Manhattan),110 Bedford St,1,0
"December 31, 2018",North Carolina,Rocky Mount,600 block of Woodland Ave,0,1
"December 31, 2018",California,Wilmington,325 N. Neptune Ave,0,1
"December 31, 2018",Ohio,Cleveland,4462 Denison Ave,3,2
"December 31, 2018",Missouri,Kansas City,4000 block of Troost Ave,0,2
"December 31, 2018",Nebraska,Omaha,N/A,0,0
"December 31, 2018",Nebraska,Omaha,2500 block of Emmet St,0,0
"December 31, 2018",Florida,Fort Myers,3647 Minnesota Dr,0,0
"December 31, 2018",Nebraska,Omaha,2514 Bristol St,0,0
"December 31, 2018",Texas,Dallas,2728 N. Buckner Blvd,1,0
"December 31, 2018",New Hampshire,Portsmouth,697 Islington St,0,0
"December 31, 2018",South Carolina,North Charleston,7300 block of Stall Rd,1,0
"December 31, 2018",Mississippi,Vicksburg,2828 Ken Karl Ave,0,1
"December 31, 2018",Massachusetts,Fitchburg,81 Summit St,0,0
"December 31, 2018",West Virginia,Worthington,Michael Hill Rd,0,0
"December 31, 2018",Oklahoma,Oklahoma City,N Rockwell Ave and W Wilshire Blvd,0,1
"December 31, 2018",Nevada,Las Vegas,N E St and Jefferson Ave,0,1
"December 31, 2018",Vermont,Burlington,N Champlain St and Manhattan Dr,0,0
"December 31, 2018",Missouri,Saint Louis (Overland),N/A,0,0
"December 31, 2018",Arizona,Phoenix,1300 block of N 43rd Ave,0,1
"December 31, 2018",North Carolina,Durham,Hill St,0,1
"December 31, 2018",Massachusetts,Worcester,Dorchester St and Cutler St,0,0
"December 31, 2018",Texas,Houston,Kashmere St and Collingsworth St,0,0
"December 31, 2018",Massachusetts,Boston,Harrison Ave and Oxford Pl,0,0
"December 31, 2018",Indiana,Evansville,West Columbia St,0,0
"December 31, 2018",New York,New York (Manhattan),110 Bedford St,1,0
"December 31, 2018",North Carolina,Rocky Mount,600 block of Woodland Ave,0,1
"December 31, 2018",California,Wilmington,325 N. Neptune Ave,0,1
"December 31, 2018",Ohio,Cleveland,4462 Denison Ave,3,2
"December 31, 2018",Missouri,Kansas City,4000 block of Troost Ave,0,2
"December 31, 2018",Nebraska,Omaha,N/A,0,0
"December 31, 2018",Nebraska,Omaha,2500 block of Emmet St,0,0
"December 31, 2018",Florida,Fort Myers,3647 Minnesota Dr,0,0
"December 31, 2018",Nebraska,Omaha,2514 Bristol St,0,0
"December 31, 2018",Texas,Dallas,2728 N. Buckner Blvd,1,0
"December 31, 2018",New Hampshire,Portsmouth,697 Islington St,0,0
"December 31, 2018",South Carolina,North Charleston,7300 block of Stall Rd,1,0
"December 31, 2018",Mississippi,Vicksburg,2828 Ken Karl Ave,0,1
"December 31, 2018",Massachusetts,Fitchburg,81 Summit St,0,0
"December 31, 2018",West Virginia,Worthington,Michael Hill Rd,0,0
"December 31, 2018",Oklahoma,Oklahoma City,N Rockwell Ave and W Wilshire Blvd,0,1
"December 31, 2018",Nevada,Las Vegas,N E St and Jefferson Ave,0,1
"December 31, 2018",Vermont,Burlington,N Champlain St and Manhattan Dr,0,0
"December 31, 2018",Missouri,Saint Louis (Overland),N/A,0,0
"December 31, 2018",Arizona,Phoenix,1300 block of N 43rd Ave,0,1
"December 31, 2018",North Carolina,Durham,Hill St,0,1
"December 31, 2018",Massachusetts,Worcester,Dorchester St and Cutler St,0,0
"December 31, 2018",Texas,Houston,Kashmere St and Collingsworth St,0,0
"December 31, 2018",Massachusetts,Boston,Harrison Ave and Oxford Pl,0,0
"December 31, 2018",Indiana,Evansville,West Columbia St,0,0
"December 31, 2018",New York,New York (Manhattan),110 Bedford St,1,0
"December 31, 2018",North Carolina,Rocky Mount,600 block of Woodland Ave,0,1
"December 31, 2018",California,Wilmington,325 N. Neptune Ave,0,1
"December 31, 2018",Ohio,Cleveland,4462 Denison Ave,3,2
"December 31, 2018",Missouri,Kansas City,4000 block of Troost Ave,0,2
"December 31, 2018",Nebraska,Omaha,N/A,0,0
"December 31, 2018",Nebraska,Omaha,2500 block of Emmet St,0,0
"December 31, 2018",Florida,Fort Myers,3647 Minnesota Dr,0,0
"December 31, 2018",Nebraska,Omaha,2514 Bristol St,0,0
"December 31, 2018",Texas,Dallas,2728 N. Buckner Blvd,1,0
"December 31, 2018",New Hampshire,Portsmouth,697 Islington St,0,0
"December 31, 2018",South Carolina,North Charleston,7300 block of Stall Rd,1,0
"December 31, 2018",Mississippi,Vicksburg,2828 Ken Karl Ave,0,1
"December 31, 2018",Massachusetts,Fitchburg,81 Summit St,0,0
"December 31, 2018",West Virginia,Worthington,Michael Hill Rd,0,0
"December 31, 2018",Oklahoma,Oklahoma City,N Rockwell Ave and W Wilshire Blvd,0,1
"December 31, 2018",Nevada,Las Vegas,N E St and Jefferson Ave,0,1
"December 31, 2018",Vermont,Burlington,N Champlain St and Manhattan Dr,0,0
"December 31, 2018",Missouri,Saint Louis (Overland),N/A,0,0
"December 31, 2018",Arizona,Phoenix,1300 block of N 43rd Ave,0,1
"December 31, 2018",North Carolina,Durham,Hill St,0,1
"December 31, 2018",Massachusetts,Worcester,Dorchester St and Cutler St,0,0
"December 31, 2018",Texas,Houston,Kashmere St and Collingsworth St,0,0
"December 31, 2018",Massachusetts,Boston,Harrison Ave and Oxford Pl,0,0
"December 31, 2018",Indiana,Evansville,West Columbia St,0,0
"December 31, 2018",New York,New York (Manhattan),110 Bedford St,1,0
"December 31, 2018",North Carolina,Rocky Mount,600 block of Woodland Ave,0,1
"December 31, 2018",California,Wilmington,325 N. Neptune Ave,0,1
"December 31, 2018",Ohio,Cleveland,4462 Denison Ave,3,2
"December 31, 2018",Missouri,Kansas City,4000 block of Troost Ave,0,2
"December 31, 2018",Nebraska,Omaha,N/A,0,0
"December 31, 2018",Nebraska,Omaha,2500 block of Emmet St,0,0
"December 31, 2018",Florida,Fort Myers,3647 Minnesota Dr,0,0
"December 31, 2018",Nebraska,Omaha,2514 Bristol St,0,0
"December 31, 2018",Texas,Dallas,2728 N. Buckner Blvd,1,0
"December 31, 2018",New Hampshire,Portsmouth,697 Islington St,0,0
"December 31, 2018",South Carolina,North Charleston,7300 block of Stall Rd,1,0
"December 31, 2018",Mississippi,Vicksburg,2828 Ken Karl Ave,0,1
"December 31, 2018",Massachusetts,Fitchburg,81 Summit St,0,0
"December 31, 2018",West Virginia,Worthington,Michael Hill Rd,0,0
"December 31, 2018",Oklahoma,Oklahoma City,N Rockwell Ave and W Wilshire Blvd,0,1
"December 31, 2018",Nevada,Las Vegas,N E St and Jefferson Ave,0,1
"December 31, 2018",Vermont,Burlington,N Champlain St and Manhattan Dr,0,0
"December 31, 2018",Missouri,Saint Louis (Overland),N/A,0,0
"December 31, 2018",Arizona,Phoenix,1300 block of N 43rd Ave,0,1
"December 31, 2018",North Carolina,Durham,Hill St,0,1
"December 31, 2018",Massachusetts,Worcester,Dorchester St and Cutler St,0,0
"December 31, 2018",Texas,Houston,Kashmere St and Collingsworth St,0,0
"December 31, 2018",Massachusetts,Boston,Harrison Ave and Oxford Pl,0,0
"December 31, 2018",Indiana,Evansville,West Columbia St,0,0
"December 31, 2018",New York,New York (Manhattan),110 Bedford St,1,0
